total_rooms,total_bedrooms,population,households
2392,721,3074,718
1680,285,1103,275
833,130,405,127
2608,458,1531,457
1445,268,1017,284
827,178,703,144
2528,554,2332,492
1304,278,887,227
2511,465,1551,450
2606,424,1361,426
2164,410,1309,426
3841,620,1799,611
1984,379,1078,359
2837,522,1454,458
3921,654,1895,641
1819,283,919,295
1141,257,671,195
2294,478,1306,430
1608,503,2031,498
1851,418,1678,390
1740,399,1563,389
2628,444,1372,432
5915,1000,2975,975
1575,230,751,219
2191,358,1150,330
19234,4492,12153,4372
641,129,458,142
1437,298,836,257
6758,1241,3918,1100
4712,1098,5982,1105
512,144,767,149
1907,323,681,270
3562,530,1607,505
5892,837,2327,812
737,140,362,138
3905,583,1528,586
4037,586,1596,557
1835,468,1867,461
1636,380,1468,339
1045,311,1245,273
2685,621,2474,573
1006,228,738,193
2952,565,1264,517
3184,520,1121,493
1973,343,970,349
2150,479,1052,428
1335,290,717,243
1580,287,465,208
2740,615,2630,564
1054,269,1219,273
2927,637,2546,618
622,194,902,196
2288,529,1449,410
2095,536,1858,457
4776,1082,4601,1066
146,41,164,40
1642,418,1534,388
1691,308,792,262
1720,473,1427,291
1476,352,1156,358
1484,414,1200,351
2504,550,1810,547
1868,443,1323,436
2198,507,1971,502
3738,710,2337,664
1057,249,288,130
372,68,479,67
3077,628,1479,536
1916,386,1019,314
768,162,264,118
1078,261,382,171
958,245,590,189
726,274,411,214
10053,1768,3083,1621
1746,363,886,364
2321,358,803,341
3165,533,1312,434
2830,458,898,370
3944,738,1374,598
5468,834,1782,712
5323,887,1670,740
2124,449,643,341
2722,584,628,384
2144,538,749,419
2190,419,490,300
3494,635,693,415
2616,483,582,313
1736,250,497,170
2201,353,622,295
3152,504,793,426
3553,530,1108,441
4911,693,1480,606
3153,409,569,271
3455,683,1704,663
3735,808,1873,757
2351,,1063,428
3044,661,1229,618
869,173,406,165
974,190,403,181
1001,191,425,184
1811,401,948,375
1431,300,657,293
867,199,391,187
1410,303,578,285
728,161,313,142
1292,271,504,230
724,167,325,155
2371,324,944,332
2584,599,790,444
541,157,240,145
1220,267,488,265
817,194,391,193
3983,852,1582,778
1740,342,638,329
1076,193,406,180
1049,198,428,183
877,175,349,168
1834,554,971,514
3412,827,1574,759
2755,597,1519,554
1619,352,831,344
1242,340,834,362
1629,423,804,386
2461,649,1234,601
2249,412,944,429
2689,510,1023,459
1431,,704,393
2034,335,966,322
2605,410,1110,406
5039,833,1678,710
626,164,337,150
656,200,248,173
1671,469,760,375
1822,505,932,496
2700,937,1042,744
784,112,262,114
4910,871,3438,904
6332,991,2668,955
3030,413,1027,363
1616,400,688,384
1044,285,762,301
3634,1011,1985,917
1409,307,633,290
2381,701,1264,659
891,203,525,212
3852,733,1661,696
5665,1281,3612,1191
2748,502,1491,535
2902,761,2258,719
2958,691,1616,666
2876,802,2487,795
2190,586,1570,510
2437,438,1430,444
3723,789,2563,747
2248,466,1644,453
2938,576,1516,568
1771,398,1037,388
3138,717,1890,642
238,,191,67
338,109,231,100
32,8,27,10
32627,6445,28566,6082
8581,1957,6071,1889
6912,1513,3794,1455
2493,407,1296,418
3877,914,2274,858
6601,1395,3562,1299
144,54,89,48
935,224,315,207
1108,269,524,274
1128,207,450,197
1219,288,847,283
1398,388,1112,406
3217,742,1670,671
2278,477,1219,453
1739,318,744,312
2308,425,1272,406
969,160,482,180
1446,306,678,295
526,152,245,130
531,112,139,80
3870,795,2088,774
2831,502,1462,503
1170,303,766,302
4518,704,1776,669
1267,319,545,297
3030,589,1373,582
4609,1005,2293,960
4312,993,2317,934
2063,486,1045,460
1797,395,1162,407
4927,1005,2756,998
58,18,48,22
3075,754,1635,723
3690,809,1922,736
4187,684,1827,605
1922,344,1051,342
4741,956,2043,856
2155,339,956,365
2463,421,1235,465
851,118,370,123
3193,468,1303,426
2922,417,1221,442
2483,528,1478,492
3997,762,2074,703
2710,498,1439,484
6778,947,2768,1014
3883,740,1641,676
2577,458,1172,447
3023,659,1789,657
1607,356,834,352
3541,499,1577,459
1789,434,1113,398
1701,427,1021,399
1633,316,944,300
1748,284,783,303
1051,263,455,248
3548,880,1476,699
1273,210,555,181
213,36,91,33
106,18,40,25
7065,1259,3864,1221
778,137,406,136
350,,225,72
4459,944,1812,888
2840,491,1586,466
1066,191,403,163
1868,291,764,284
3735,557,1504,521
2017,370,949,342
1408,273,520,212
1020,169,504,164
4867,1015,1725,1015
3494,549,1673,541
1808,400,968,370
2716,546,898,500
407,68,175,61
4270,654,1624,598
2024,340,844,309
831,122,272,109
1066,190,416,174
1821,344,349,179
2048,316,780,267
3440,574,1538,537
1938,301,823,285
1227,236,548,207
2278,397,765,322
2542,466,1099,420
2487,516,980,503
928,195,413,184
1977,393,741,339
3049,,1287,439
2191,415,959,361
1297,337,610,312
1741,289,564,231
2101,390,2171,360
2517,483,1324,464
1036,202,589,194
1898,359,973,340
1735,331,785,309
742,142,343,119
509,103,139,73
678,137,336,103
1743,366,655,264
1705,321,708,253
2088,379,721,293
2083,506,926,487
1239,262,539,246
2723,637,1549,556
3753,752,1454,668
6828,1319,3002,1318
1878,345,892,299
1110,216,602,209
1000,197,508,190
838,161,388,142
3063,497,1168,507
3138,524,1275,511
4839,832,1977,762
2767,423,1143,382
2870,526,1307,451
439,84,246,80
1839,275,752,270
1813,311,827,287
2374,372,884,333
1875,307,806,283
1651,279,633,261
1999,287,585,246
1887,303,775,283
1405,269,660,228
1131,193,520,178
1085,227,629,214
1431,254,681,221
680,143,354,140
2323,397,963,379
811,161,352,121
3415,562,1208,479
906,144,376,141
2112,360,782,344
4194,673,1355,566
2802,447,955,418
1528,351,729,319
1006,187,462,185
999,189,411,176
1039,182,554,184
3883,763,1816,682
983,163,399,161
1265,224,573,205
2099,433,929,423
1188,227,471,219
1634,374,1053,390
2229,537,982,512
1749,422,837,391
2637,511,1181,480
2432,495,928,435
2188,,1033,437
3033,590,1319,583
2200,439,1045,419
204,62,133,51
1427,319,642,333
1889,471,853,399
2843,535,1310,525
1759,389,716,350
1452,309,637,299
1264,273,611,260
1321,268,661,232
3338,608,1373,562
2809,450,1267,408
1497,275,737,243
2993,562,1296,518
2331,464,1110,419
770,116,285,116
2550,457,1016,405
1170,225,537,194
856,167,518,170
2277,459,1149,476
3720,707,1424,609
3739,759,1422,606
810,151,302,138
1549,275,604,249
1864,331,894,332
3120,595,1569,556
3127,539,1390,520
2282,431,974,371
2616,422,1090,425
352,105,226,82
1337,326,1172,306
3442,705,1693,619
453,117,152,77
1076,283,171,64
1046,204,486,179
1988,379,905,321
1536,298,646,208
2421,489,1000,354
614,141,195,95
2325,410,1016,373
2738,510,1193,412
2254,400,694,243
6012,1227,780,358
1986,474,337,100
2520,401,397,165
2739,555,294,110
4195,725,291,115
2045,358,245,92
1872,281,203,71
914,159,85,34
2611,395,482,159
2851,496,1287,496
2228,399,1159,378
1870,338,947,324
1632,263,690,268
1928,360,1056,366
1975,373,918,347
1700,369,981,362
1471,321,841,330
2316,522,1275,501
2397,518,1407,476
1770,370,1346,366
1475,319,698,293
999,232,1037,244
3445,801,2400,750
2633,630,1904,630
2014,419,839,390
2620,398,1296,429
1887,328,989,351
2017,416,900,436
3744,1027,1654,912
2825,660,1590,643
639,179,1062,169
1661,312,1201,302
3127,706,1594,694
1053,207,1038,222
2312,592,2038,559
3250,546,1452,501
1596,307,845,309
2237,431,1135,434
1962,540,1236,520
2658,382,1135,392
3664,719,1820,657
2431,534,1702,523
4566,620,2045,664
2506,394,1255,421
2271,437,1393,433
1128,273,931,234
1626,378,1062,356
4415,890,1532,854
2578,363,1207,350
5799,842,2314,787
3349,685,1822,675
6100,861,2771,866
4325,1191,1897,1080
2936,555,1381,535
698,116,391,126
380,91,398,70
2181,501,1555,488
1763,303,894,297
1530,301,666,276
2249,379,1015,385
1473,312,1025,315
1264,224,527,227
1376,257,687,221
2120,544,1281,470
1562,373,609,328
1426,216,652,226
1533,226,693,230
2176,414,1002,402
2885,476,1227,439
4181,804,2049,834
2181,400,1272,337
2868,382,1204,412
2558,310,891,316
829,114,383,133
2895,487,1116,429
1814,320,1010,313
1698,297,676,273
3821,576,1430,568
2696,346,947,356
1671,192,678,206
1859,393,622,316
8096,1318,3853,1313
1899,284,1070,293
3057,479,1679,498
2423,356,1213,347
1537,347,506,280
3578,461,1588,466
1665,247,755,254
1332,252,625,230
8836,1527,3946,1451
2629,331,956,319
2577,404,1076,374
2159,343,833,335
2029,242,711,254
2037,515,1435,496
1310,332,937,294
1025,266,726,183
1240,285,781,315
1784,440,1255,433
2138,490,1682,463
1691,367,1265,378
1370,367,1022,296
2146,430,1230,429
2181,371,1249,358
1972,367,1152,356
2375,439,1343,424
2478,431,1333,427
2366,505,1283,477
1747,312,770,296
1599,296,938,307
1854,383,1115,381
1432,335,746,296
890,289,416,200
1785,360,1155,403
1939,355,817,314
2824,493,1394,507
1013,312,706,266
2038,343,1066,346
1672,318,1173,337
1216,225,893,228
1235,227,875,220
2127,417,1247,378
2157,362,1001,373
1277,488,730,417
2066,450,1275,448
1694,296,679,282
308,87,301,100
1125,285,966,257
950,229,429,185
1306,293,585,260
2458,359,967,409
1270,276,609,211
1851,291,784,290
1683,273,719,263
1632,244,575,235
1631,212,523,216
2062,353,991,357
1396,245,661,261
2315,538,1360,504
1411,292,1040,299
1121,,762,276
2031,506,1191,463
1616,532,866,496
959,176,353,185
957,360,615,370
1655,626,1549,582
1582,256,771,240
2091,336,1037,332
1492,439,755,389
1133,216,693,228
1919,349,1302,345
1569,422,835,386
1006,230,1237,237
931,279,778,303
1627,398,1216,369
931,181,516,174
1221,371,1822,326
1395,398,1220,362
2296,570,1415,527
745,161,247,151
1597,,1888,423
2434,455,1017,476
3180,434,1413,391
1705,478,759,479
3583,911,2300,871
3218,923,1701,824
1142,162,486,150
2889,423,1227,401
1452,188,630,194
3205,409,1291,408
3181,447,1416,469
4386,593,1915,592
2002,253,820,241
1674,243,786,234
1621,328,871,322
1441,530,769,456
2340,664,1382,546
1808,440,1342,454
2655,702,1519,708
3333,752,2026,722
2612,602,1682,563
1600,251,685,256
45,11,34,10
329,72,209,71
4020,655,1486,635
4753,681,2138,678
3977,540,1886,541
5078,806,2569,759
4026,648,1997,650
1548,256,811,263
3935,625,1912,593
3326,503,1616,494
1519,388,1203,366
2232,448,1149,417
2663,642,1367,677
1898,476,1766,455
1332,368,1534,295
1591,279,891,237
2705,713,2726,674
2292,531,2197,509
1105,241,971,249
3252,583,1546,557
1982,300,1027,324
2168,421,1050,397
2968,503,1430,459
3079,509,1431,480
3471,708,1769,691
3973,595,1971,575
2446,360,1196,359
1723,223,707,219
1737,270,840,265
2365,355,1209,347
3544,542,1787,560
2112,340,1048,315
5392,895,2531,827
6971,1449,3521,1423
2265,283,904,279
4491,680,2457,702
5954,1281,3107,1209
133,29,95,23
4039,669,1905,670
3292,727,1565,698
3331,410,1460,416
4575,764,2054,737
1956,282,671,269
5819,986,2306,914
3121,381,1278,389
8562,1351,3822,1316
5609,952,2624,934
1800,238,871,234
6239,901,2923,904
1137,170,524,164
3760,482,1485,461
37937,5471,16122,5189
4838,759,2090,695
4874,627,2070,619
9729,1210,4160,1214
3038,470,1568,438
2603,404,1350,390
1810,305,1189,326
4151,637,1558,604
1788,203,676,217
4343,515,1605,484
10484,1603,4005,1419
3781,504,1665,499
4390,660,2146,633
3182,429,1663,428
1986,278,826,260
3973,483,1373,452
2021,362,1081,341
10535,1620,4409,1622
5415,827,2061,714
3764,510,1448,468
3491,502,1496,509
3086,457,1262,436
4380,715,1913,741
3666,442,1400,433
2452,296,954,275
5416,820,1753,583
6208,750,2443,739
582,70,199,64
2765,475,1666,474
5950,1155,4528,1064
1206,142,572,149
3548,474,1506,449
4138,805,2442,780
3178,631,1467,581
2022,254,789,270
4065,661,1962,636
3859,661,1972,624
3464,519,1713,530
1932,266,860,286
1684,232,781,230
3745,522,1648,496
3588,577,1695,569
5218,1187,2701,1125
5830,921,2897,891
5774,1320,3086,1265
1911,439,930,433
1317,228,531,214
3164,449,1517,453
4552,706,1918,671
1213,171,565,170
3016,394,1172,382
1614,210,692,209
4277,565,1642,549
9653,2000,4732,1922
4265,581,2025,544
2962,405,1295,440
3010,580,1649,538
3913,460,1646,454
1538,260,835,259
3173,501,1555,520
2722,554,1565,508
8527,1364,4597,1393
3485,519,1740,485
3388,425,1395,427
4713,671,2197,673
3299,610,1967,604
3580,491,1688,467
7826,893,2985,790
4814,643,1808,588
2422,429,810,395
6842,1512,3256,1439
4257,785,1293,745
3068,549,985,536
2708,410,1140,389
3970,771,1202,734
5175,799,2717,813
5736,,2529,762
5232,810,3041,839
2319,430,1004,380
3274,383,1312,390
4186,,1794,541
1998,500,1185,446
2411,354,703,217
2483,443,1357,400
2649,340,1238,354
2102,350,1003,328
2423,435,1366,423
3157,721,1695,710
3289,728,1345,632
1743,254,943,274
1343,175,650,184
426,62,133,45
2993,429,991,390
5348,659,1862,555
8874,1302,3191,1027
1223,215,633,204
454,102,213,43
1206,256,563,287
3305,644,1693,597
2000,422,833,386
1318,218,673,225
4860,1193,2332,1073
3134,504,1599,485
4541,720,1600,583
5221,1217,2597,1119
1793,390,897,386
1606,498,815,426
4678,817,1970,712
6814,785,2175,681
2656,515,998,435
5744,1054,2104,847
2556,404,946,399
3959,856,1919,775
2193,389,922,387
1812,255,661,211
3549,604,1571,534
1969,280,805,271
950,184,426,186
7684,1088,2812,1057
1528,,607,218
2174,428,603,352
334,56,130,46
1835,413,1221,377
3858,1062,2321,873
1296,384,850,367
2737,654,910,492
4052,955,1950,859
1150,383,604,317
1005,266,460,243
1444,412,597,311
2369,566,996,435
5813,1264,2363,1041
3167,743,1797,642
2248,448,878,423
2482,461,1048,425
2303,399,851,379
3951,562,1392,543
2036,272,713,265
3223,484,1230,488
2728,616,1081,566
3571,722,1409,543
2994,519,903,410
1679,271,783,257
2073,370,952,340
1261,233,609,242
809,180,334,157
2223,454,628,382
2516,429,781,337
3484,582,1469,556
1638,188,572,174
3619,536,1506,492
2320,405,1408,477
7034,1139,2824,1068
2007,397,1033,373
7468,1275,3033,1217
5112,778,1530,648
3832,809,1332,636
1720,269,612,258
6388,920,2129,819
4866,812,1909,733
1672,295,704,293
3617,597,1176,571
3623,734,1129,530
2168,290,654,279
4549,786,1238,632
3562,439,1584,470
1956,262,969,256
2150,361,1194,335
2092,489,877,392
2205,393,1333,402
3258,421,1464,435
3320,426,1432,431
3473,466,1569,450
6678,1011,2877,982
2327,263,899,236
2887,351,1176,351
4458,731,1731,704
1786,299,727,293
2232,372,1072,385
3084,724,2557,690
2782,579,983,525
366,61,128,61
2930,428,1481,430
4173,625,1649,634
3240,481,1462,497
2020,378,679,290
2626,,1302,522
1956,346,862,326
2112,480,1893,433
1645,393,1490,355
1258,246,545,227
3499,722,1480,634
1577,363,764,333
2208,534,1423,482
2595,621,1728,571
1857,399,881,380
1889,359,616,246
2262,427,1016,402
2840,403,1363,403
3621,632,1546,567
3856,571,1646,576
1767,280,801,284
5041,778,2396,801
2142,625,1176,483
5261,763,1460,599
7374,1444,3214,1279
6698,1254,2834,1139
2486,417,876,361
2198,252,883,281
4676,698,1543,598
10008,1453,3550,1139
1764,220,705,224
1618,266,710,246
4956,693,1802,625
2459,390,1054,391
2112,305,703,261
2443,637,1033,548
3283,911,1512,782
4907,577,1883,556
2460,368,962,320
2530,562,1066,510
1204,355,469,293
3289,753,1285,651
3673,881,1846,768
2428,401,959,386
1223,275,505,244
2351,445,834,397
1680,254,617,231
7474,1037,2969,1007
3458,638,1156,470
16590,2696,6223,2357
3894,672,1490,629
6564,1316,1720,904
2681,454,830,410
5650,1084,3985,1056
4321,582,2025,578
2849,537,878,520
4025,574,2042,588
2102,295,1060,303
3636,749,1486,696
2446,622,1315,560
5805,852,2356,795
3774,456,1587,430
3388,492,1249,463
2945,356,1293,335
1565,274,950,280
2497,500,1357,456
1641,354,945,318
4428,745,1525,682
1230,242,380,246
2957,492,1639,495
3038,473,1501,436
2520,387,1338,391
4508,618,1993,573
3011,388,1359,371
2464,347,1241,366
941,266,366,248
1010,350,470,342
328,68,391,60
2630,327,1256,352
4246,689,1933,722
10534,2035,4656,1863
10175,2181,4762,1929
10395,1915,4783,1811
5687,970,2677,938
211,51,125,44
5394,748,2383,706
5743,773,2380,773
1444,260,792,253
3783,654,1843,623
2592,372,1279,383
5206,992,4660,978
3260,458,1383,442
1063,189,363,183
2617,506,1317,511
2666,387,1227,347
3477,462,1593,484
1392,267,681,263
1413,372,744,338
500,113,261,116
1666,341,479,336
4702,806,2529,814
2500,331,1027,327
3400,501,1575,488
2745,447,1429,411
1532,240,679,248
1998,308,818,299
2635,516,1150,499
1800,362,874,373
2099,322,873,307
623,146,396,136
2032,349,862,340
2098,342,908,329
2440,502,1113,483
1567,299,675,294
2435,396,1194,385
3279,530,1447,510
1964,413,913,406
1834,330,841,309
1750,336,852,300
2636,416,1137,404
1994,477,849,411
1633,295,928,297
2106,319,1002,332
2638,521,1179,480
2487,388,1147,397
3345,552,1525,539
1256,256,880,288
1545,304,788,296
1346,213,603,219
3068,494,1357,486
2895,439,1588,450
3226,838,1666,800
7105,1459,3068,1241
4329,1068,1913,978
2815,431,1181,398
2153,316,954,324
1939,247,928,244
4050,584,1986,598
1646,321,859,300
2207,291,1081,308
974,232,428,203
8240,1410,3318,1270
1663,250,597,204
6259,1098,3785,1114
3114,463,1641,469
6339,862,3132,825
1593,371,832,379
1549,378,735,355
1416,249,636,244
1875,316,890,316
3067,396,1275,372
1161,289,630,296
1757,464,821,426
2057,329,658,309
6258,1003,1730,752
2067,428,724,377
247,80,167,70
2017,489,783,403
1421,462,520,339
5066,1292,1915,1117
8711,1544,3173,1396
3590,772,1070,603
2024,297,617,274
11976,2495,4327,2009
20,5,15,5
1010,274,649,261
2634,641,1454,560
2355,438,747,450
1574,385,515,363
3930,661,1831,616
2542,498,1022,494
1414,191,635,230
2851,490,1192,463
4227,641,1605,589
6840,1689,6083,1629
2267,359,866,348
3191,482,930,447
2278,316,772,304
4281,582,1443,576
3166,411,1092,345
2975,371,1247,398
729,105,316,108
4340,741,1505,670
5192,658,1865,662
3095,551,1175,534
3404,497,1134,466
2250,329,826,323
3090,652,1105,582
1033,223,462,224
1152,341,519,225
3085,499,1176,480
3224,561,1310,580
2105,346,712,332
3116,661,1105,543
1833,331,515,268
2874,592,1382,586
4134,740,2103,745
2499,492,1111,542
2322,518,662,457
1144,268,365,279
3004,718,891,626
1362,255,378,202
5777,1261,1711,1225
590,130,178,121
1889,590,686,537
2753,576,857,546
2116,474,662,443
2499,566,781,522
4944,1164,1727,948
2270,488,709,489
2612,582,832,564
2371,725,1738,686
2283,506,634,469
3329,753,1312,629
3011,714,893,654
2033,463,618,450
2653,621,774,584
3046,726,888,663
2280,550,669,502
1949,459,602,428
1021,230,301,208
1321,295,396,278
8039,1717,3445,1571
665,171,384,171
1688,430,857,402
1649,456,1030,411
1011,198,511,198
638,266,426,234
2149,426,950,399
2460,447,1049,398
4477,610,1798,612
2105,302,830,286
32,9,26,11
4447,713,1680,705
3236,451,1289,416
1974,260,808,278
2404,349,868,329
1741,225,811,233
5488,1055,1938,964
3212,572,1064,526
1598,398,782,411
2499,396,910,374
3120,602,1155,553
1891,364,635,314
3415,779,1275,718
1496,247,441,203
1521,328,527,275
2790,531,952,424
2088,510,673,390
3355,492,921,366
2465,585,906,472
1808,408,539,300
1232,178,410,171
1244,173,394,154
1025,150,316,126
3082,455,771,365
9565,2289,3162,1831
1016,238,465,236
3615,570,1209,559
2897,413,860,367
2413,559,656,423
1790,361,540,284
1301,280,539,249
2126,423,745,332
1639,352,498,278
1883,419,653,328
1469,312,507,266
3521,455,1336,451
3618,767,1326,714
6163,1004,1912,903
2209,275,735,274
1266,,375,183
4879,756,1777,754
4486,554,1598,549
3442,1526,1427,977
3556,521,1381,537
1632,376,598,375
2370,352,832,347
6017,1244,2673,1135
3595,785,1621,732
1642,423,841,368
4496,877,1928,855
2736,550,1279,534
3310,598,1402,563
2466,507,1081,465
2043,430,1108,452
2196,486,1131,460
885,321,590,254
1634,373,771,364
1328,377,762,344
1998,472,1030,436
2017,357,850,348
1652,310,832,326
1958,333,876,364
1901,400,946,418
2479,491,1131,490
2071,412,1081,412
2224,580,985,516
2222,542,1067,512
1562,441,696,347
1122,233,557,223
2038,379,837,381
1469,226,553,225
1821,335,727,316
1797,343,435,203
1997,427,944,426
2426,359,937,387
1538,425,425,288
1890,416,859,329
2125,498,1052,468
1765,390,832,349
1496,282,463,215
959,230,384,197
1806,465,791,358
2204,428,807,410
1188,264,569,249
5476,1073,2327,963
2133,413,1473,402
1291,356,1252,373
1867,426,871,399
1395,396,1478,404
2539,695,1623,611
1097,307,470,333
1707,514,1335,434
2489,481,1082,443
891,183,513,171
2766,732,1332,646
6745,1547,2688,1535
1589,421,1118,394
949,287,497,244
1309,477,1330,424
1253,375,1198,362
1494,494,814,459
1087,423,807,425
1679,470,1314,473
1391,393,856,360
1283,406,1063,376
3397,597,1397,560
3512,472,1391,481
2552,314,925,323
2095,450,963,411
2016,443,1015,419
2141,425,1559,429
2602,439,1156,424
2822,473,1258,469
2017,454,1024,428
2664,432,1197,429
4183,539,1504,520
6224,1679,3148,1589
2043,250,702,246
